(.venv) (base) jatinkulkarni@Jatins-MacBook-Pro mod4-jatinkulkarni % python project/run_mnist_multiclass.py
Epoch 6 loss 0.6402733392668296 valid acc 14/16
Epoch 6 loss 0.9765146642166059 valid acc 15/16
Epoch 6 loss 0.7430389310597717 valid acc 15/16
Epoch 6 loss 0.6939600795102219 valid acc 15/16
Epoch 6 loss 0.42661075967457396 valid acc 14/16
Epoch 6 loss 0.32288368521879923 valid acc 14/16
Epoch 6 loss 0.46431109610171595 valid acc 15/16
Epoch 6 loss 0.19143694767572858 valid acc 15/16
Epoch 6 loss 0.8457525872784807 valid acc 15/16
Epoch 6 loss 0.913488753072068 valid acc 15/16
Epoch 6 loss 0.41052849271191055 valid acc 14/16
Epoch 6 loss 0.8203505596096634 valid acc 15/16
Epoch 6 loss 0.2936810779931877 valid acc 14/16
Epoch 6 loss 0.7860630715561334 valid acc 15/16
Epoch 6 loss 0.7985526717440667 valid acc 16/16
Epoch 6 loss 0.509688599597513 valid acc 15/16
Epoch 6 loss 0.7008979662267909 valid acc 16/16
Epoch 6 loss 0.9950650606013276 valid acc 15/16
Epoch 6 loss 0.9024655459338584 valid acc 16/16
Epoch 6 loss 0.7925372273673127 valid acc 12/16
Epoch 6 loss 0.7896369067994788 valid acc 14/16
Epoch 6 loss 0.49358768549964616 valid acc 16/16
Epoch 6 loss 0.9275131266386066 valid acc 15/16
Epoch 6 loss 0.5878762278687958 valid acc 16/16
Epoch 6 loss 0.8869710566763054 valid acc 16/16
Epoch 6 loss 0.47422671529812266 valid acc 15/16
Epoch 6 loss 0.36532316646215834 valid acc 14/16
Epoch 6 loss 1.5372478081406442 valid acc 16/16
Epoch 6 loss 0.4294302797024674 valid acc 16/16
Epoch 6 loss 0.6108813534369918 valid acc 16/16
Epoch 6 loss 1.1057118345725019 valid acc 16/16
Epoch 6 loss 0.2990876041789223 valid acc 16/16
Epoch 6 loss 0.8414865458659859 valid acc 16/16
Epoch 6 loss 0.4289831383056276 valid acc 16/16
Epoch 6 loss 0.470569165703853 valid acc 15/16
Epoch 6 loss 0.5665463802492223 valid acc 16/16
Epoch 6 loss 0.7141699093558831 valid acc 15/16
Epoch 6 loss 0.9253443165551245 valid acc 15/16
Epoch 6 loss 0.2623353092170298 valid acc 14/16
Epoch 6 loss 0.34507665411827537 valid acc 16/16
Epoch 6 loss 1.1668708903840435 valid acc 14/16
Epoch 6 loss 0.78490523818617 valid acc 16/16
Epoch 6 loss 1.0258231479423014 valid acc 14/16
Epoch 6 loss 0.7786428195972788 valid acc 16/16
Epoch 6 loss 0.2632740082668057 valid acc 16/16
Epoch 6 loss 1.2147230016660053 valid acc 15/16
Epoch 7 loss 0.014516719328378218 valid acc 15/16
Epoch 7 loss 1.23964718395593 valid acc 16/16
Epoch 7 loss 0.7952403468511577 valid acc 15/16
Epoch 7 loss 0.3862721721490549 valid acc 16/16
Epoch 7 loss 0.29555541616578224 valid acc 16/16
Epoch 7 loss 0.2820719159371775 valid acc 16/16
Epoch 7 loss 0.6917857170586318 valid acc 14/16
Epoch 7 loss 1.582127787309871 valid acc 15/16
Epoch 7 loss 0.8999043445249363 valid acc 15/16
Epoch 7 loss 0.3142533598103646 valid acc 15/16
Epoch 7 loss 0.395667537202162 valid acc 15/16
Epoch 7 loss 1.0811046677569274 valid acc 15/16
Epoch 7 loss 0.6382324884402795 valid acc 15/16
Epoch 7 loss 1.2673492521617897 valid acc 15/16
Epoch 7 loss 1.3041516790983048 valid acc 15/16
